Price in Dollars,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days
174020,Motor Yacht,Performance power boats,"Used boat,Unleaded",2006,10.8,3,GRP,Germany,77
174020,Hardtop,Mirakul power boats,"New boat on order,Diesel",2020,9.19,3.1,GRP,Switzerland,277
174020,Motor Yacht,Cruisers Yachts power boats,"Used boat,Diesel",2003,14.2,4.2,GRP,Netherland,140
174020,Flybridge,Sealine power boats,"Used boat,Diesel",2006,11.5,3.78,GRP,Croatia,70
184734,Flybridge,Fairline power boats,"Used boat,Diesel",2001,13.41,3.96,PVC,Spain,82
173613.2,Sport Boat,Grandezza power boats,"New boat on order,Unleaded",2020,8.8,2.85,GRP,Croatia,132
184734,Flybridge,Princess power boats,"Used boat,Diesel",2001,12.1,3.7,PVC,United Kingdom,78
184734,Hardtop,Jeanneau power boats,"New boat from stockk,Diesel",2017,9.14,2.74,PVC,United Kingdom,57
184140,Motor Yacht,Absolute power boats,"Used boat,Diesel",2004,13.75,4.24,GRP,France,56
178200,"Classic,Runabout",Riva power boats,Used boat,1959,6.52,2.16,Wood,Switzerland,413
172059.4,Sport Boat,Cranchi power boats,"New boat from stock,Unleaded",2020,7.85,2.49,GRP,Switzerland,433
171986,Motor Yacht,Bavaria power boats,"New boat from stock,Unleaded",2020,8.5,2.99,GRP,Germany,120
171799.5,Pilothouse,AXOPAR power boats,"New boat from stock,Unleaded",2020,9.2,2.95,GRP,Switzerland,268
171760,"Classic,Runabout",Comitti power boats,"Display Model,Unleaded",2017,6.5,2.15,Wood,Switzerland,145
171760,Fishing Boat,Pursuit power boats,Used boat,2013,8.7,2.85,GRP,Italy,71
171760,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2011,11.8,3.99,GRP,Italy,193
171195,Sport Boat,Sea Ray power boats,"New boat from stock,Unleaded",2020,7.9,2.59,GRP,Austria,71
169500,Flybridge,Jeanneau power boats,Used boat,2010,11.3,3.9,GRP,Italy,115
169500,Flybridge,Doqueve power boats,"Used boat,Diesel",2002,12,4,GRP,Spain,43
169500,Trawler,Zijlmans power boats,"Used boat,Diesel",1997,14,4.2,Steel,Netherland,107
169500,"Classic,Pontoon Boat",Hans A. Deerberg power boats,"Used boat,Diesel",1984,9.25,2.25,Wood,Switzerland,158
169500,Flybridge,Cranchi power boats,"Used boat,Diesel",2004,12.8,4.2,GRP,Italy,68
169500,Sport Boat,AXOPAR power boats,"Used boat,Unleaded",2016,11.2,3.3,GRP,Germany,245
169500,Flybridge,Princess power boats,"Used boat,Diesel",1997,15.23,4.32,PVC,France,85
169500,Motor Yacht,Sessa power boats,Used boat,2008,11.51,3.5,GRP,Italy,31
169500,Sport Boat,Stilecatalini power boats,"Used boat,Diesel",2018,8.12,3.5,GRP,Italy,115
169500,Fishing Boat,Bertram Yacht power boats,"Used boat,Diesel",1980,11.5,4.03,GRP,Italy,73
169500,Flybridge,Ferretti power boats,"Used boat,Diesel",1995,13.98,4.5,GRP,Italy,59
169500,Motor Yacht,Fiart Mare power boats,"Used boat,Diesel",2006,12.45,4.02,GRP,Italy,85
169500,Flybridge,Sea Ray power boats,Used boat,2008,11.58,4,GRP,Greece,142
169500,Flybridge,Sea Ray power boats,Used boat,2008,11.58,3.96,GRP,Greece,156
169500,Motor Yacht,Sessa power boats,Used boat,2008,11.5,3.5,GRP,Italy,63
169500,Motor Yacht,Sessa power boats,"Used boat,Diesel",2009,11.28,3.35,GRP,Greece,105
169500,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2020,9,2.99,PVC,France,68
169500,Flybridge,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2010,9.98,3.8,GRP,France,155
169500,Cabin Boat,Bavaria power boats,"Used boat,Unleaded",2010,10.4,3.45,GRP,Austria,383
169500,Flybridge,Astondoa power boats,"Used boat,Diesel",2000,13.9,4.28,GRP,Spain,170
169500,Trawler,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2008,13.5,4.17,GRP,Croatia,130
169443.5,Sport Boat,SAY power boats,"Used boat,Unleaded",2016,8.55,2.78,GRP,Germany,41
168935,Motor Yacht,Jacabo power boats,"Used boat,Diesel",1999,14.5,4.3,Steel,Germany,148
168935,Motor Yacht,Sarnico power boats,Used boat,1998,16.7,4.38,GRP,Croatia,129
168495.4,Flybridge,Cobra Yachts power boats,"New boat from stockk,Diesel",2019,11.4,3.5,GRP,Poland,431
168449.1,Sport Boat,Jeanneau power boats,"New boat from stock,Unleaded",2020,10.57,3.21,PVC,France,76
168370,Hardtop,Galeon power boats,"Used boat,Diesel",2011,10.2,3.35,GRP,Sweden,143
168370,Flybridge,Cranchi power boats,"Used boat,Diesel",2004,13.16,3.84,GRP,Germany,101
168370,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",1992,15,4.65,GRP,Germany,126
168370,Trawler,ReLine power boats,Used boat,2005,12.6,3.8,Steel,Netherland,49
168370,Sport Boat,Princess power boats,"Used boat,Diesel",1998,16.8,4.27,PVC,France,186
168370,Motor Yacht,Raffaelli power boats,"Used boat,Diesel",2001,15,4.4,GRP,Croatia,145
168370,Bowrider,Frauscher power boats,"Used boat,Unleaded",2018,7.47,2.49,GRP,Italy,209
168370,Runabout,Boesch power boats,"Used boat,Unleaded",2007,7.5,2.4,Wood,Austria,143
168370,Flybridge,Raffaelli power boats,"Used boat,Diesel",1996,16,4.3,GRP,Croatia,79
168370,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1996,14.94,3.29,GRP,Spain,166
168370,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2002,14.1,4.2,GRP,Spain,189
168370,Flybridge,Sealine power boats,"Used boat,Diesel",2000,13.2,4.2,GRP,Croatia,155
168370,Pilothouse,Menorquin power boats,"Used boat,Diesel",2002,12.4,3.9,PVC,Spain,135
168370,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2015,10.9,3.31,GRP,Spain,71
168370,Motor Yacht,Princess power boats,"Used boat,Diesel",1994,14.5,4.25,GRP,France,70
168370,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2015,10.06,3.31,GRP,Spain,105
168370,Trawler,ReLine power boats,Used boat,2005,12.6,3.8,Steel,Netherland,45
168370,Trawler,Linssen power boats,Used boat,2001,11.5,3.95,Steel,Netherland,93
168370,Trawler,Flevo power boats,Used boat,2000,14.75,4.25,Steel,Netherland,74
168370,Flybridge,Rodman power boats,"Used boat,Diesel",2004,13.7,4.2,GRP,Greece,25
168370,Flybridge,Carnevali power boats,"Used boat,Diesel",2001,11.99,4.33,GRP,Italy,49
171720,Sport Boat,Chaparral power boats,"Used boat,Unleaded",2012,9.45,3.05,GRP,Switzerland,297
178134,Flybridge,Sealine power boats,"Used boat,Diesel",2004,11.73,3.78,PVC,United Kingdom,110
178134,Flybridge,Fairline power boats,"Used boat,Diesel",2002,11.58,3.76,PVC,United Kingdom,103
178134,Sport Boat,Jeanneau power boats,Used boat,2020,9.22,3,PVC,United Kingdom,59
172800,"Classic,Runabout",Comitti power boats,"Display Model,Unleaded",2017,6.5,2.15,Wood,Switzerland,166
167240,Motor Yacht,Galeon power boats,"Used boat,Unleaded",2014,10.99,3.35,GRP,Croatia,152
167240,Hardtop,Jeanneau power boats,"Used boat,Diesel",2018,9.23,2.98,PVC,France,65
167240,Pontoon Boat,Sessa power boats,"Used boat,Unleaded",2010,11.42,3.56,GRP,Italy,251
167240,Pilothouse,Linex power boats,"Used boat,Diesel",2012,9.1,3.1,GRP,Germany,75
167240,Hardtop,Elan power boats,"Used boat,Diesel",2013,10.62,3.6,GRP,Croatia,151
166675,Motor Yacht,Azimut power boats,"Used boat,Diesel",1997,12.01,4.1,GRP,Portugal,60
166675,Motor Yacht,Fairline power boats,"Used boat,Diesel",2006,11.61,3.65,GRP,Portugal,152
166675,Trawler,De Boarnstream power boats,"Used boat,Diesel",2008,10.8,3.8,Steel,Netherland,118
166675,Pilothouse,Finnmaster power boats,"New boat from stock,Unleaded",2020,8.4,3,GRP,Germany,89
166358.6,Sport Boat,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2019,9.95,3.35,PVC,Spain,65
164250,Motor Yacht,Princess power boats,Used boat,1995,13.68,4.17,GRP,Denmark,214
165771,Sport Boat,Sea Ray power boats,"New boat from stock,Unleaded",2020,8.3,2.59,GRP,Austria,145
170640,Sport Boat,Tony Giugliano power boats,"Used boat,Diesel",2004,10.94,3.28,GRP,Switzerland,227
164867,Motor Yacht,Windy power boats,"Used boat,Diesel",2003,11.04,3.5,GRP,Germany,187
163850,Sport Boat,Jeanneau power boats,Used boat,2009,11.5,3.89,GRP,Italy,150
163850,Hardtop,Jeanneau power boats,"Used boat,Diesel",2018,9.43,3.15,PVC,Belgium,103
163850,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2011,11.66,3.59,GRP,Germany,157
163850,Motor Yacht,Pershing power boats,"Used boat,Diesel",2004,11.78,3.25,GRP,Italy,78
163850,Motor Yacht,Windy power boats,"Used boat,Diesel",2002,12.25,3.5,GRP,Croatia,107
163850,Trawler,Eurobanker power boats,"Used boat,Diesel",1981,11.7,4.06,PVC,France,104
163850,Motor Yacht,Raffaelli power boats,"Used boat,Diesel",2001,14.8,4.4,GRP,Croatia,122
163850,Sport Boat,Jeanneau power boats,Used boat,2016,10.57,3.21,PVC,France,28
163850,Trawler,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2004,13.6,4.17,PVC,France,118
163850,Pontoon Boat,Menorquin power boats,"Used boat,Diesel",2002,11.85,3.9,GRP,Italy,65
163850,Catamaran,Fountaine Pajot power boats,"Used boat,Diesel",2000,11.15,5.1,GRP,Spain,221
163850,Motor Yacht,Gobbi power boats,"Used boat,Diesel",2006,14,4.02,GRP,Italy,65
163850,Motor Yacht,Uniesse power boats,"Used boat,Diesel",2002,13.8,4.06,GRP,Italy,51
163737,Motor Yacht,Bavaria power boats,"New boat from stock,Unleaded",2019,9.31,2.99,GRP,Germany,131
163737,Motor Yacht,Bavaria power boats,"New boat from stock,Unleaded",2019,9.31,2.99,GRP,Switzerland,132
163526.8,Cabin Boat,Regal power boats,"New boat from stock,Unleaded",2020,7.9,2.5,GRP,Switzerland,194
167400,Sport Boat,Formula power boats,"Used boat,Unleaded",2007,9.45,2.9,GRP,Switzerland,185
162607,Cabin Boat,Sea Ray power boats,"New boat on order,Unleaded",2021,8.1,2.56,GRP,Germany,94
160184.3,Sport Boat,Cranchi power boats,New boat from stock,2020,7.85,2.49,PVC,France,91
160105.2,Hardtop,Jeanneau power boats,"New boat from stock,Unleaded",2020,9.23,3,PVC,France,87
159693.9,Center console boat,Jeanneau power boats,"New boat from stock,Unleaded",2020,8.6,2.98,PVC,France,89
158810.2,Bowrider,Four Winns power boats,"New boat from stock,Unleaded",2020,7.41,2.54,PVC,France,46
158200,Sport Boat,Cranchi power boats,"Used boat,Diesel",2006,10.41,3.64,GRP,Italy,40
158200,Trawler,Menorquin power boats,"Used boat,Diesel",2004,12.4,3.9,GRP,Croatia,81
158200,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",2006,13.72,4.27,GRP,Croatia,118
158200,Flybridge,Sealine power boats,"Used boat,Diesel",1999,13.4,4.05,GRP,Italy,110
158200,Flybridge,Mochi Craft power boats,"Used boat,Diesel",1984,12.3,3.8,GRP,Italy,96
158200,Flybridge,ACM Dufour power boats,"Used boat,Diesel",2000,13.11,3.66,GRP,Croatia,70
158200,Fishing Boat,Tiara power boats,"Used boat,Diesel",1998,13.26,4.47,GRP,Italy,26
158200,Motor Yacht,Cantieri Estensi power boats,"Used boat,Diesel",2009,9.99,3.5,GRP,Italy,61
158200,Flybridge,Azimut power boats,"Used boat,Diesel",2010,10.4,3.6,PVC,Cyprus,62
158200,Motor Yacht,Pershing power boats,"Used boat,Diesel",2002,11.45,3.25,GRP,Portugal,104
158200,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2010,11.8,3.84,GRP,Croatia,122
158200,Sport Boat,Sarnico power boats,"Used boat,Diesel",1996,14.85,4.3,PVC,France,89
158200,Sport Boat,Cranchi power boats,"Used boat,Unleaded",2018,9.45,2.74,GRP,Italy,159
158200,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2010,10.8,3.59,GRP,Switzerland,188
158200,Flybridge,3B Craft power boats,"Used boat,Diesel",2008,9.9,3.8,GRP,Italy,41
158200,Motor Yacht,Beachcraft power boats,"Used boat,Diesel",1977,14.83,4.46,Steel,Austria,199
157635,Motor Yacht,Innovazione&Progetti power boats,"Used boat,Diesel",2002,14,4,GRP,Croatia,63
157635,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2012,11.7,3.6,GRP,Germany,499
161460,Motor Yacht,Formula Cruisers power boats,"Used boat,Unleaded",2003,11.7,3.63,GRP,Switzerland,138
157070,Motor Yacht,Rio power boats,"Used boat,Diesel",2005,13.35,4,GRP,Germany,38
157070,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1998,10.98,3.1,GRP,Croatia,180
157070,Hardtop,Cayman power boats,"Used boat,Diesel",2006,13.24,4.42,GRP,Italy,39
157070,Deck Boat,Albatro power boats,"New boat from stock,Unleaded",2017,8.5,3.04,GRP,Germany,36
157070,Cabin Boat,Motomar power boats,Used boat,1980,13.38,4.63,GRP,Italy,53
157070,Motor Yacht,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2009,11.31,3.77,GRP,Croatia,104
157070,Hardtop,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2006,12.62,3.99,PVC,Spain,127
157070,Trawler,Valkkruiser power boats,Used boat,1996,14.1,4.1,Steel,Belgium,86
157070,Motor Yacht,Elan power boats,"Used boat,Diesel",2015,13,4,GRP,Croatia,135
157070,Flybridge,Princess power boats,"Used boat,Diesel",2002,12.19,3.81,GRP,Croatia,187
157070,Motor Yacht,Sealine power boats,"Used boat,Diesel",1999,13.6,4.16,GRP,Germany,86
157070,Motor Yacht,Apreamare power boats,"Used boat,Diesel",2003,10.97,4.01,GRP,Croatia,71
157070,Motor Yacht,Airon Marine power boats,"Used boat,Diesel",2006,13.45,3.74,PVC,France,35
157070,Motor Yacht,Kronborg Marine power boats,"Used boat,Diesel",2004,10.05,3.5,GRP,Germany,107
157070,Sport Boat,Jeanneau power boats,"Used boat,Diesel",2017,9.23,3,PVC,France,26
157070,Sport Boat,Parker power boats,"Used boat,Unleaded",2019,8.3,2.8,GRP,Germany,58
156505,Sport Boat,Tecnorib power boats,"New boat from stock,Unleaded",2020,9.02,3.12,GRP,Switzerland,529
155940,Motor Yacht,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2009,12.12,3.77,GRP,Croatia,147
155940,Bowrider,Chris Craft power boats,"Used boat,Unleaded",2016,8.07,2.59,PVC,France,103
155940,Hardtop,Ferretti power boats,"Used boat,Diesel",1991,14.1,4.26,GRP,Portugal,48
155940,Flybridge,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2015,10.22,3.39,PVC,France,113
155940,Hardtop,Jeanneau power boats,"Used boat,Diesel",2014,9.12,3.15,PVC,France,97
165990,Flybridge,Princess power boats,"Used boat,Diesel",1992,15.27,4.45,PVC,United Kingdom,109
160920,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2011,10.85,3.73,GRP,Switzerland,742
164993.4,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2006,11.89,2.17,GRP,United Kingdom,48
164934,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1995,16.44,4.54,PVC,United Kingdom,86
154810,Hardtop,ManÃƒÂ² power boats,"Used boat,Diesel",2010,12,3.8,GRP,Italy,73
154810,Motor Yacht,Linssen power boats,"Used boat,Diesel",2005,9.8,3.2,Steel,Switzerland,346
154810,Hardtop,Prestige Yachts power boats,"Used boat,Diesel",2009,11.92,3.89,PVC,France,101
154697,Sport Boat,Scarab power boats,"New boat on order,Unleaded",2020,7.7,2.54,GRP,Germany,54
154312.8,Sport Boat,Sea Ray power boats,"New boat from stock,Unleaded",2020,7.89,2.59,GRP,Germany,110
159046.2,Cabin Boat,Regal power boats,"New boat from stock,Unleaded",2021,7.4,2.6,GRP,Switzerland,142
157572,Motor Yacht,Monterey power boats,"New boat from stock,Unleaded",2017,8.4,2.5,GRP,Switzerland,200
152829.1,Bowrider,Regal power boats,"New boat from stock,Unleaded",2021,8,2.5,GRP,Switzerland,134
152550,Motor Yacht,Sealine power boats,"Used boat,Diesel",2005,11,3,GRP,Croatia,170
152550,Trawler,Suncoast power boats,Used boat,1997,13.5,4.35,Steel,Netherland,99
152550,Sport Boat,Atlantis power boats,"Used boat,Diesel",2005,11.25,3.85,GRP,Portugal,80
152550,Trawler,Euroship power boats,"New boat from stockk,Diesel",2011,14.95,3.9,Steel,Netherland,99
152550,Offshore Boat,Pursuit power boats,"Used boat,Diesel",2004,10.65,3.18,GRP,Italy,68
152550,"Classic,Motor Yacht",Motomar power boats,"Used boat,Diesel",1974,16.1,4.28,Wood,Italy,54
152550,Motor Yacht,Trawler power boats,"Used boat,Diesel",1991,14,4.25,GRP,Spain,44
152550,Flybridge,Ferretti power boats,"Used boat,Diesel",1996,13.98,4.5,GRP,Croatia,57
152550,Center console boat,Boston Whaler power boats,"Used boat,Unleaded",2019,6.4,2.44,GRP,Spain,78
152550,Sport Boat,AXOPAR power boats,"New boat from stock,Unleaded",2020,9.4,2.95,GRP,Switzerland,131
152550,Flybridge,Rodman power boats,"Used boat,Diesel",2005,11.36,3.81,PVC,France,62
152550,Flybridge,Galeon power boats,"Used boat,Diesel",2007,10.08,3.42,GRP,Germany,78
152550,Center console boat,Nimbus power boats,"New boat on order,Unleaded",2020,8.15,2.6,GRP,Sweden,216
152550,Motor Yacht,Pershing power boats,"Used boat,Diesel",2006,11.79,3.25,GRP,Italy,110
152550,Hardtop,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2009,12.1,3.77,PVC,France,86
152550,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2020,9.12,2.99,PVC,France,54
152550,Offshore Boat,Innovazioni e Progetti power boats,"Used boat,Diesel",2003,17.4,3.8,GRP,Italy,72
152550,Motor Yacht,Tiara power boats,"Used boat,Diesel",1998,13.26,4.47,GRP,Italy,21
152550,Hardtop,Primatist power boats,"Used boat,Diesel",2007,12.41,4.06,GRP,Portugal,89
152550,Flybridge,Intermare power boats,Used boat,2009,10.48,3.65,GRP,Italy,106
152550,Sport Boat,Crownline power boats,"Used boat,Unleaded",2015,9.88,2.95,GRP,Germany,186
152550,Motor Yacht,Gobbi power boats,"Used boat,Diesel",2006,13.66,4.07,GRP,Italy,181
152550,"Cabin Boat,Motor Yacht,Sport Boat",Sea Ray power boats,"Used boat,Unleaded",2009,11.82,3.5,GRP,Germany,289
152437,Cabin Boat,Sea Ray power boats,"New boat on order,Unleaded",2021,8.28,2.55,GRP,Germany,140
151985,House Boat,Baltic power boats,New boat from stock,2020,11.98,5,Aluminium,Netherland,43
151914.9,Sport Boat,BÃƒÂ©nÃƒÂ©teau power boats,New boat from stock,2020,9.98,3.32,GRP,France,56
156600,Sport Boat,Ocean Master (US) power boats,"Used boat,Unleaded",2013,9.2,2.55,GRP,Switzerland,119
156600,Pilothouse,Bavaria power boats,"New boat from stock,Unleaded",2019,9.29,2.99,GRP,Switzerland,328
154440,"Cabin Boat,House Boat",Atlantic Motor Yachts power boats,"Used boat,Diesel",1997,11.51,4.03,Plastic,Switzerland,392
149160,Flybridge,Carver power boats,"Used boat,Diesel",2005,11.58,3.94,GRP,France,74
149160,Sport Boat,Cranchi power boats,"New boat from stock,Unleaded",2020,8.18,2.49,GRP,Switzerland,341
149160,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"New boat on order,Unleaded",2020,8.91,2.89,GRP,Germany,59
158334,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1995,17.71,5.55,GRP,United Kingdom,160
148030,Runabout,Frauscher power boats,"Used boat,Unleaded",2010,7.17,2.25,GRP,Italy,78
148030,Center console boat,Jeanneau power boats,"New boat from stock,Unleaded",2020,8.6,2.98,GRP,Germany,36
157080,Motor Yacht,Sealine power boats,"Used boat,Diesel",2000,12.89,4.06,PVC,United Kingdom,103
157080,Motor Yacht,Fairline power boats,"Used boat,Diesel",1999,13.11,3.81,GRP,France,122
151200,Pilothouse,Sessa power boats,"Used boat,Diesel",2008,10.6,3.53,GRP,Switzerland,191
151092,Motor Yacht,Monterey power boats,"New boat from stock,Unleaded",2017,8.8,2.8,GRP,Switzerland,187
146900,Flybridge,Uniesse power boats,"Used boat,Diesel",1997,14,4.6,GRP,Italy,79
146900,Motor Yacht,Pershing power boats,"Used boat,Diesel",2006,12,3.25,GRP,Italy,92
146900,Motor Yacht,Sunseeker power boats,Used boat,2001,11.34,3.11,GRP,Croatia,81
146900,Flybridge,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2005,11.96,3.99,GRP,Italy,77
146900,Flybridge,Bertram Yacht power boats,"Used boat,Diesel",1990,13.11,4.55,GRP,Italy,125
146900,Hardtop,Grandezza power boats,"Used boat,Diesel",2016,8.3,2.85,PVC,France,144
146900,Flybridge,Rodman power boats,"Used boat,Diesel",2002,13,4.2,PVC,Spain,34
146900,Motor Yacht,Cayman power boats,"Used boat,Diesel",2006,13.9,4.25,GRP,Italy,46
146898.9,Flybridge,Mochi Craft power boats,"Used boat,Diesel",1995,16,4.56,GRP,Italy,53
146898.9,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2020,8.26,2.95,PVC,Spain,46
146787,Motor Yacht,Linssen power boats,"Used boat,Diesel",2000,10.1,3.45,Steel,Germany,142
146617.5,Motor Yacht,Sessa power boats,"Used boat,Diesel",2003,12,3.8,GRP,Netherland,107
146594.9,Bowrider,Sea Ray power boats,"New boat from stock,Unleaded",2019,7.89,2.59,GRP,Germany,87
144750,Flybridge,Broom power boats,Used boat,1988,12.7,4,GRP,Germany,157
144750,Flybridge,Neptunus power boats,Used boat,1992,12.9,4.1,GRP,Denmark,127
146335,Pilothouse,Sarins power boats,"Used boat,Diesel",2015,7.85,2.7,GRP,Germany,157
146335,Trawler,Hellingskip power boats,Used boat,1999,11,3.85,Steel,Netherland,128
146335,Hardtop,ManÃƒÂ² power boats,"Used boat,Diesel",2009,11.7,3.95,GRP,Austria,117
146335,Classic,Rapsody power boats,Used boat,2005,9.68,2.95,GRP,Netherland,126
145770,Offshore Boat,Sunseeker power boats,"Used boat,Diesel",2005,11.88,2.28,Carbon Fiber,Spain,127
145770,Motor Yacht,ManÃƒÂ² power boats,"Used boat,Diesel",2008,11,3.94,GRP,Italy,25
145770,Offshore Boat,Sunseeker power boats,"Used boat,Diesel",2005,11.89,2.34,GRP,Spain,114
145770,Trawler,Gruno power boats,Used boat,2000,11,3.9,Steel,Netherland,113
145770,Hardtop,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2009,11.31,3.77,GRP,Croatia,86
